Region,Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
,Region 4A,Resort,DOT-R4A-RES-01394-2023,Otterrab Private Resort,Quezon,Lopez,Sitio Lanzones Brgy. Concepcion Lopez Quezon,9950951856,https://otterrabprivateresort.myshopify.com/admin,"October 31, 2025"
,Region 4A,Resort,DOT-R4A-RES-00580-2022,KATMON HARBOR NATURE SANCTUARY AND BEACH RESORT,Quezon,Infanta,"Gen. Kuna St. Purok Lanzones, Brgy Binulasan Infanta Quezon",9175339665,,"October 31, 2026"
,Region 4A,Resort,DOT-R4A-RES-00246-2021,MALACHI RESORT HOTEL AND RESTAURANT,Quezon,Infanta,"360 Purok Ilang ilang Brgy. Comon Infanta, Quezon",042-535-4265,,"October 31, 2026"
,Region 4A,Resort,DOT-R4A-RES-01201-2023,VILLA DEL PRADO POOL AND BEACH RESORT,Quezon,Sariaya,BIGNAY 1,9228981899,,"October 31, 2025"
,Region 4A,Resort,DOT-R4A-RES-01294-2023,Kamayan Sa Palaisdaan Resort & Hotel,Quezon,Tayabas City,"Barangay Dapdap Tayabas City, Quezon Province",09209786450 09176801819,https://kamayansapalaisdaan.com/,"October 31, 2025"
,Region 4A,Resort,DOT-R4A-RES-02155-2025,LULJETTA'S PLACE,Rizal,Antipolo City,"Sitio Colaique, Barangay San Roque Antipolo City",9171392518,,"October 31, 2026"
,Region 4A,Resort,DOT-R4A-RES-00328-2021,Ciudad Christhia Resort,Rizal,San Mateo,"Earth St. Carrieland Country Homes II, Ampid, San Mateo, Rizal","8997-5945 , 8997-5946",http://9wavesphilippines.com/,"October 31, 2025"
,Region 4A,Resort,DOT-R4A-RES-02047-2024,Estancia De Lorenzo,Rizal,San Mateo,"#31 St. Patrick St. Marvihills Subd., Gulod Malaya",8570-6172,,"October 31, 2026"
,Region 4A,Resort,DOT-R4A-RES-00141-2021,Timberland Highlands Resort,Rizal,San Mateo,"Timberland Highlands Resort, Timberland Heights",02 8891-8288,,"October 31, 2026"
,Region 4A,Resort,DOT-R4A-RES-00325-2021,MOMARCO RESORT,Rizal,Tanay,"Sitio Bathala, Brgy Plaza Aldea, Tanay, Rizal",9171549865,https://www.momarcoforestcoveresortandhotel.com/,"October 31, 2025"
,Region 4A,Resort,DOT-R4A-RES-00404-2021,Renato's Events Place Rental,Rizal,Taytay,Noel's Cabrera Road Brgy. Dolores,08-8660-9256,,"October 31, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-01991-2024,EF CAFE & RESTAURANT,Batangas,Batangas City,"Madonna Homes Subdivision, Brgy. Alangilan",,,"October 10, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-01850-2024,GINGA KITCHEN X CAFE,Batangas,Lobo,41 Mabilog Na Bundok,9065726591,,"June 14, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-02093-2025,FUELEDBYRAMEN FOOD CORPORATION,Batangas,Lipa City,077 MP CASANOVA ST,9178872636,,"January 20, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-02068-2024,NUEVO COMEDOR PARILLA AND RESTAURANT,Batangas,San Juan,"8 JAVIER ST, POBLACION",9178677442,,"December 20, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-02029-2024,KAP'EAN COFFEE,Cavite,Alfonso,9021 Amuyong Kaytitinga Rd,9178410786,,"November 4, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-02217-2025,CHANTILLY (Q EVENTS MANAGEMENT CORPORATION),Cavite,Carmona,2nd floor manila Jockey club san lazaro leisure park,9209281818,https://facebook.com/chantillybyqevents,"June 5, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-02197-2025,CAFE ANTIX,Cavite,Cavite City,"5125 P. Burgos Avenue corner Cabuco Street, Caridad",9175020852,,"May 7, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-02184-2025,TINATANGI CAFE,Cavite,Dasmariñas City,"13 JOSE ABAD SANTOS AVE, SALAWAG",9511509499,,"May 7, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-01907-2024,Tipsycow Restobar,Cavite,Dasmariñas City,"2nd Floor Lot 3A Congressional Rd, Brgy. Burol",9619335890,,"June 2, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-02192-2025,Verdance Cafe and Kitchen,Cavite,Naic,"Lot 3, Governor's Drive, Sabang",9451094582,,"May 7, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-00429-2021,ASIONG CAVITEÑO RESTAURANT,Cavite,Silang,"Buenavista Avenue, Brgy. Bucal",9267139400,,"March 10, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-09138-2024,COFFEE BUILDERS,Cavite,Silang,"9446 TIBIG RD BRGY. KAONG,",9751575485,,"September 9, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-02136-2025,PAMAHAW BY DAHON@MESA,Cavite,Silang,KM 62 PASONG LANGKA SILANG CAVITE,9177178877,,"March 25, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-01946-2024,PERLAS NG SILANG FLOWER PARK AND RESTAURANT,Cavite,Silang,"Purok 5, Brgy. Pulong Bunga",9423220457,,"September 9, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-00663-2022,SANTIS DELICATESSEN,Cavite,Silang,"Km. 52 Aguinaldo Highway, Buho",046-4142337,https://www.santis.deli.com,"May 7, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-01842-2024,7TWENTY7 AMERICAN DINER,Cavite,Tagaytay City,"TCC Building, 9089 Gen. E. Aguinaldo Highway, Mendez Crossing East",468840878,https://727americandiner.com,"June 10, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-02116-2025,CABEZERA GRILL AND RESTAURANT,Cavite,Tagaytay City,"E. Aguinaldo Highway, Maharlika West",9999905732,,"March 10, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-01939-2024,Dahon at Mesa,Cavite,Tagaytay City,"105 Tagaytay-Nasugbu Highway (Emilio Aguinaldo Highway), Maharlika East",9171908877,,"September 9, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-01840-2024,KA TUNYING'S,Cavite,Tagaytay City,Unit D Vista Point Nasugbu Tagaytay Highway Maharlika West,9171790721,https://katunyings.com/,"June 10, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-02015-2024,MER-BEN TAPSILOGAN,Cavite,Tagaytay City,#52 Brgy. Mendez Crossing East,9482995216,,"October 21, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-02220-2025,PAMANA,Cavite,Tagaytay City,Aguinaldo Highway Silang Crossing,9273236513,,"June 17, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-02225-2025,HELOCAFE COFFEE SHOP,Cavite,Tagaytay City,Lot 2F Polivel Subdivision,9959042398,,"June 17, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-01999-2024,GRAN COMEDOR FOODS INC. (CALLE REAL RESTAURANT),Cavite,Tanza,"8 Sta. Cruz, St., Brgy. II (Pob.)",,,"October 11, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-02008-2024,Iskargu Restaurant,Laguna,Calauan,Brgy. Dayap,,,"October 21, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-01234-2023,UMPAY'S RESTO CAFE,Laguna,Liliw,Brgy. Ilayang Taykin,0905 249 7334,,"September 9, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-00581-2022,Palaisdaan Restaurant,Quezon,Tayabas City,Lucban Tayabas Road,,,"August 14, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-01215-2023,KAMAYAN SA PALAISDAAN LANZONISAN NATIVE RESTAURANT,Quezon,Tayabas City,"Barangay Dapdap Tayabas City, Quezon Province",0918 951 0460 / 0917 556 2642,https://kamayansapalaisdaan.com/,"June 5, 2026"
,Region 4A,Restaurant,DOT-R4A-RST-02066-2024,GLORIE ELI FOOD HOUSE,Rizal,Binangonan,"Eli Coffee 2nd floor Pearl Building, Kalawaan",9178177698,,"December 20, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-00931-2022,BNK CAFE AND RESTO (Budbod Nanay Kaling Restaurant),Rizal,Tanay,"KM 60 Sitio Mayagay 1, Sampaloc",9435295364,,"December 11, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-01875-2024,Kape Natividad Roastery & Cafe,Rizal,Tanay,"Marcos Highway, Sitio Mayagay 1 Brgy Sampaloc",9613261186,,"July 18, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-00780-2022,Tanay Highlands,Rizal,Tanay,"Km 57 Marcos Highway, Sampaloc",9688833866,,"September 26, 2025"
,Region 4A,Restaurant,DOT-R4A-RST-02088-2025,TANTO TASTES OF ASIA CO.,Rizal,Tanay,"Marcos Hwy., Marilaque Road Sitio Malapapaya",9390196529,,"January 20, 2026"
,Region 4A,Spa,DOT-R4A-SPA-01826-2024,TRANQUILA WELLNESS SANCTUARY BY LASCAIDAS RESORT,Laguna,Cavinti,"Bangco Road Barangay Layasin Cavinti, Laguna",9178606422,https://lascaidaswellnessresort.com/,"August 31, 2025"
,Region 4A,Tour Operator,DOT-R4A-TOP-00440-2021,DREAMS AND DESTINATION TRAVEL SERVICES,Cavite,Bacoor City,180-B Brgy. Ligas 1,9272297777,,"June 30, 2026"
,Region 4A,Tour Operator,DOT-R4A-TOP-02238-2025,JAYCRIS TRAVEL & TOURS,Cavite,Bacoor City,"Block 1 Lot 13 Phase 3 Ecotrend Subd. San Nicholas 1, Bacoor , Cavite",9230810061,https://web.facebook.com/JaycrisTravelandtours,"June 30, 2026"
,Region 4A,Tour Operator,DOT-R4A-TOP-01157-2023,GLRM Tours and Travel Services,Cavite,Dasmariñas City,"Jose Abad Santos Ave. Summerwind 3, Brgy. Salitran 3",9088100311,,"June 30, 2026"
,Region 4A,Tour Operator,DOT-R4A-TOP-00107-2021,Card MRI Hijos Tours,Laguna,San Pablo City,"ML Quezon St., City Subdivision, Brgy. I-A (Pob.)",,,"June 30, 2026"
,Region 4A,Tour Operator,DOT-R4A-TOP-01902-2024,K & A Travel and Tours,Laguna,San Pablo City,"174 Marasigan St., Brgy. VI-B (Pob)",495595956,,"June 30, 2026"
,Region 4A,Tour Operator,DOT-R4A-TOP-01898-2024,MARQUEZ TRANSPORT TRAVEL AND TOURS,Batangas,Alitagtag,Brgy. Muzon Primero,9162803804,,"Juen 30, 2026"
,Region 4A,Tourism Recreation Center,DOT-R4A-SRC-01020-2022,BATANGAS LAKELANDS,Batangas,Balete,"Batangas Lakelands, Leviste Highway, Barangay Malabanan",0917 852 7735 / 0917 869 1619,https://www.batangaslakelands.ph/,"June 14, 2025"
,Region 4A,Tourism Recreation Center,DOT-R4A-SRC-00677-2022,LAIYA ADVENTURE PARK,Batangas,San Juan,"Sitio Lumbangan, Brgy Laiya Aplaya",9778320630,,"September 10, 2025"
,Region 4A,Tourism Recreation Center,DOT-R4A-SRC-02086-2025,Enkantierra Nature Park,Batangas,Santo Tomas,"Purok 3, Brgy. Sta. Cruz, Sto. Tomas, Batangas",9192581064,,"January 20, 2026"
,Region 4A,Tourism Recreation Center,DOT-R4A-SRC-01937-2024,J Castles,Batangas,Tanauan City,"Purok 7, Brgy. Gonzales",9453677772,,"September 9, 2025"
,Region 4A,Tourism Recreation Center,DOT-R4A-SRC-00318-2021,ENCHANTED KINGDOM,Laguna,Sta. Rosa,SAN LORENZO SOUTH BALIBAGO,9088840627,,"December 11, 2025"
,Region 4A,Tourism Recreation Center,DOT-R4A-SRC-00304-2021,SPLASH ISLAND,Laguna,Biñan,"Southwoods Ecocentrum, Brgy. Soro-soro",9189129177,http://www.splashislandinfo.com,"May 7, 2026"
,Region 4A,Tourism Recreation Center,DOT-R4A-SRC-00281-2021,GRATCHI'S GETAWAY,Cavite,Silang,"Kabangaan Road, Brgy. Cabangaan, Silang, Cavite",9177265484,,"March 25, 2026"
,Region 4A,Tourism Recreation Center,DOT-R4A-SRC-00204-2021,SKY RANCH TAGAYTAY,Cavite,Tagaytay City,"Sky Ranch Tagaytay - Nasugbu via Tuy Road, Brgy Kaybagal South, Tagaytay City, Cavite",9171364167,https://www.smsupermalls.com/skyranch/,"June 17, 2026"
,Region 4A,Tourism Recreation Center,DOT-R4A-SRC-00426-2021,CAMP TIPOLO ADVENTURELAND,Rizal,Antipolo City,"165 Loremar Bldg, M.L. Quezon St., San Roque, Antipolo City",9178676205,,"March 25, 2026"
,Region 4A,Tourism Recreation Center,DOT-R4A-RES-00438-2021,BINANGONAN RECREATION AND CONFERENCE CENTER,Rizal,Binangonan,"Manila East Road, Brgy. Batingan",(028) 571 7565,,"September 10, 2025"
,Region 4A,Tourism Training Center,DOT-R4A-TRC-01093-2022,INTERNATIONAL SCHOOL OF SUSTAINABLE TOURISM,Cavite,Silang,"ISST Bldg. James Yen Center Km. 32 Brgy. Biga II Emilio Aguinaldo Highway, Silang, Cavite",632 8442 2998,https://isst.edu.ph,"June 17, 2026"
,Region 4A,Tourism Training Center,DOT-R4A-SRC-01123-2022,QUEST ADVENTURE CAMP,Rizal,Teresa,Roman Rojas Road,0969 279 8285,https://questadventure.ph,"January 20, 2026"
,Region 4A,Gallery / Museum,DOT-R4A-MSM-02044-2024,GBR MUSEUM,Cavite,General Trias,"Gateway Business Park, Barangay Javalera",9989537417,https://gbrmuseum.com,"December 11, 2025"
,Region 4A,Land Transport Operator,DOT-R4A-TTO-00966-2022,BATANGAS TOURIST AND TRANSPORT SERVICE COOPERATIVE,Batangas,San Jose,"Sitio Laclacan, Brgy. Balagtasin, San Jose Batangas",0956-651940,,"April 30, 2026"
,Region 4A,Land Transport Operator,DOT-R4A-TTO-00371-2021,LRJN TOURIST TRANSPORT SERVICE,Batangas,Batangas City,SIRANG LUPA BATANGAS CITY,9778154707,https://www.lrjntransport.com/,"April 30, 2026"
,Region 4A,Land Transport Operator,DOT-R4A-TTO-01026-2022,MR7 CORPORATION,Rizal,Antipolo City,721 TOPAZ LANE CRISTIMAR VILLAGE SAN ROQUE ANTIPOLO CITY,9992296343,,"April 30, 2026"
,Region 4A,Land Transport Operator,DOT-R4A-TTO-01838-2024,ZIM TRANSPORT INC.,Rizal,Antipolo City,"Lot 27 Block 3, Gumamela St., Town and Country Executive Village, Barangay Mayamot",9088143735,https://zimtransportinc.com/,"April 30, 2026"
,Region 4A,Land Transport Operator,DOT-R4A-TTO-01143-2023,C.FACUN TRANSPORT SERVICES,Rizal,San Mateo,Block 4 Lot 48 Casa Blanca Ampid I,9175961974,,"April 30, 2026"
,Region 4A,Land Transport Operator,DOT-R4A-TTO-01865-2024,SILANGAN TRANSPORT SERVICE COOPERATIVE,Rizal,San Mateo,AFP VILLAGE BRGY SILANGAN,9199997990,,"April 30, 2026"
,Region 4A,Land Transport Operator,DOT-R4A-TTO-01791-2024,GOLDEN ROAD TOURIST TRANSPORT SERVICE COOPERATIVE,Cavite,Rosario,C. Abueg St. Poblacion Rosario Cavite,9173515927,,"April 30, 2026"
,Region 4A,Tertiary Hospital,DOT-R4A-TTH-01968-2024,"Calamba Medical Center, Inc.",Laguna,Calamba City,Brgy.Real Crossing Calamba City Laguna,(049)545-1740,,"September 26, 2026"
,Region 4A,​,,SOLE EXPLORER TRAVEL AND TOURS,San Juan,,,,,
,Region 4A,​,,JASIL TRAVEL & TOURS,San Roque (Pob.),,,,,
,Region 4A,​,,DARRISE INTERNATIONAL TRAVEL SERVICES,San Roque (Pob.),,,,,
,Region 4A,​,,Club Punta Fuego,Balaytigui,,,,,
,Region 4A,​,,LIZ-PALMANA RESORT,Malanday,,,,,
,Region 4A,​,,Golden Dominion Travel and Tours,Balagtas,,,,,
,Region 4A,​,,VIDALZ TRAVEL AND TOURS SERVICES,San Roque (Pob.),,,,,
,Region 4A,​,,SEALAVIE TRAVEL & TOURS,Santiago,,,,,
,Region 4A,​,,TORRES FARM HOTEL -AND RESORT,Sabang,,,,,
,Region 4A,​,,SEñOR ALVINOS BULALO AT IHAW IHAW,,,,,,
,Region 4A,​,,SANDIESPH VISA CONSULTANCY,,,,,,
,Region 4A,​,,A.R.A TRAVEL & TOURS SERVICES,,,,,,
,Region 4A,​,,AVIDFLY TRAVEL AND TOURS,,,,,,
,Region 4A,​,,RIOR WANDERS TRAVEL AND TOURS,,,,,,
,Region 4A,​,,PRIMEROSE TRAVEL AND TOURS,,,,,,
,Region 4A,​,,JR3CM INTERNATIONAL TRAVEL AND TOURS CORP,,,,,,
,Region 4A,​,,PHILWORLD TRAVEL AND TOURS,,,,,,
,Region 4A,​,,CASITA MILLENIA TRANSIENT HOUSE,,,,,,
,Region 4A,​,,ANILAO VILLA MAGDALENA DIVE RESORT,,,,,,
,Region 4A,​,,MRXX TRAVEL AND TOURS CORP,,,,,,
,Region 4A,​,,WORLD VIAJERO TRAVEL & TOURS,,,,,,
,Region 4A,​,,JOY VOYAGE TRAVEL AND TOURS,,,,,,
,Region 4A,​,,MONTE VISTA BEACH RESORT (ALPROPS MANAGEMENT AND REALTY INC.),,,,,,
,Region 4A,​,,GURU'S GUIDES TRAVEL MANAGEMENT,,,,,,
,Region 4A,​,,MORIMELS TRAVEL AND TOURS,,,,,,
,Region 4A,​,,STRIKERS TRAVEL CORP.,,,,,,
,Region 4A,​,,GFS DESTINATION TRAVEL AND TOURS,,,,,,
,Region 4A,​,,GAZELLE TRAVEL AND TOURS,,,,,,
,Region 4A,​,,RESA TRAVEL & TOURS INC.,,,,,,
,Region 4A,​,,PRINCESS VIAJERA TRAVEL & TOURS,Barangay 2 (Pob.),,,,,
,Region 4A,​,,ONE MEDIA TRAVEL,Wakas I,,,,,
,Region 4A,​,,UNO JESSAMINE TRAVEL SERVICES,Molino I,,,,,
,Region 4A,​,,AIRSCAPE TRAVEL AND TOURS,Sampaguita,,,,,
,Region 4A,​,,LA VIRGINIA LEISURE PARK AND AMUSEMENT RESORT,Manggahan,,,,,
,Region 4A,​,,PILGRIMS DREAM ECO FARM AND RESORT,San Jose,,,,,
,Region 4A,​,,SANIYA RESORT,Salawag,,,,,
,Region 4A,​,,PAPA DOMS BAR AND RESTAURANT,Maharlika West,,,,,
,Region 4A,​,,VISIONARY TRAVEL AND TOURS,Bayan Luma VI,,,,,
,Region 4A,​,,QNS TRAVEL AND TOURS,Santo Tomas (Calabuso),,,,,
,Region 4A,​,,MARIA MAKILING TRAVEL AND TOURS,Maahas,,,,,
,Region 4A,​,,TRAVEL AVENUE BYAHERO TRAVEL AND TOURS,San Vicente,,,,,
,Region 4A,​,,SINTâ,Francisco (San Francisco),,,,,
,Region 4A,​,,TANA RESORTS,San Diego,,,,,
,Region 4A,​,,EXPLOREO TRAVEL AND TOURS,Balagtas,,,,,
,Region 4A,​,,ALMA MAROLLANO FELIX,San Francisco (Halang),,,,,
,Region 4A,​,,GINADEL AGRITOURISM PARK,Tulo,,,,,
,Region 4A,​,,SUN SHINE TRAVEL AND TOURS,San Antonio,,,,,
,Region 4A,​,,MBR HILITES TRAVEL AGENCY,Mendiola,,,,,
,Region 4A,​,,JG GLOBETROTTERS TRAVEL AND TOURS,Tinurik,,,,,
,Region 4A,​,,MT. VIEW INTEGRATED FARM,Talumpok Kanluran,,,,,
,Region 4A,​,,INTER GATE TRAVEL & TOURS,Molino III,,,,,
,Region 4A,​,,SEA SPRING RESORT,Mainit,,,,,
,Region 4A,​,,HMGC TRAVEL AND TOURS,Molino IV,,,,,
,Region 4A,​,,DM4B TRAVEL & TOURS SERVICES,Molino IV,,,,,
,Region 4A,​,,J'STINATION TRAVEL AND TOURS,anto Tomas (Calabuso),,,,,
,Region 4A,​,,LEBLANC HOTEL AND RESORT,Dela Paz (Pob.),,,,,
,Region 4A,​,,TED'S KITCHEN,Duhat,,,,,
,Region 4A,​,,"ABACAST TRAVEL, INC.",Tanzang Luma I,,,,,
,Region 4A,​,,BONVOYAGE INTERNATIONAL TRAVEL AND TOURS INC.,Tanzang Luma V,,,,,
,Region 4A,​,,THE WHARF TRANSIENT HOTEL,Santa Clara,,,,,
,Region 4A,​,,EXPRESS MILES TRAVEL AND TOURS,San Isidro,,,,,
,Region 4A,​,,GOLDEN EQI TRAVEL AND TOURS,Cuta,,,,,
,Region 4A,​,,GRT TRAVEL & TOURS,Poblacion Barangay 1,,,,,
