Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
